Listing ID,Title,Description,Category,Who made it?,What is it?,When was it made?,Renewal options,Product type,Tags,Materials,Production partners,Section,Price,Quantity,SKU,Variation 1,V1 Option,Variation 2,V2 Option,Var Price,Var Quantity,Var SKU,Var Visibility,Var Photo,Shipping profile,Weight,Length,Width,Height,Return policy,Video 1,Photo 1,Photo 2,Photo 3,Photo 4,Photo 5,Photo 6,Photo 7,Photo 8,Photo 9,Photo 10
,,,,,,,,,,,,,,,,Ring size,11,,,,10,PATRICK-8-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,,,,10,PATRICK-8-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,,,,10,PATRICK-8-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,,,,10,PATRICK-8-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,,,,10,PATRICK-8-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13 1/2,,,,10,PATRICK-8-13.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,,,,10,PATRICK-8-14,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14 1/2,,,,10,PATRICK-8-14.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,,,,10,PATRICK-8-15,On,,,,,,,,,,,,,,,,,,
4512053735,"Tungsten Wedding Band for Men, 8mm Silver Mens Tungsten Ring Melanthios, Personalized Engraved Ring, Comfort Fit","MELANTHIOS is a tungsten carbide wedding ring with diamond accent, domed profile with brushed finish, and a comfort-fit interior.

**Key Features:**
• Material: Tungsten Carbide, Diamond
• Color: Silver, Blue
• Available widths: 6mm, 8mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Aydins Lifetime Warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"tungsten ring,mens wedding band,mens wedding ring,mens tungsten ring,mens tungsten band,personalized ring,engraved ring,tungsten band,mens ring,wedding band men,comfort fit ring,silver tungsten ring,8mm wedding band","Tungsten Carbide,Diamond,Silver",,Blue Wedding Bands,428.00,14,,Ring size,5,,,,10,MELANTHIOS-8-5,On,,All Shipping,,,,,No policy,,https://i.etsystatic.com/13201508/r/il/1d4190/8114794119/il_fullxfull.8114794119_1a0h.jpg,https://i.etsystatic.com/13201508/r/il/df3694/8066872938/il_fullxfull.8066872938_yjrd.jpg,https://i.etsystatic.com/13201508/r/il/7157e7/8114794259/il_fullxfull.8114794259_jj4o.jpg,https://i.etsystatic.com/13201508/r/il/bae437/8066873106/il_fullxfull.8066873106_5fht.jpg,https://i.etsystatic.com/13201508/r/il/4f267e/8066873208/il_fullxfull.8066873208_seac.jpg,https://i.etsystatic.com/13201508/r/il/f136bd/8114794535/il_fullxfull.8114794535_4na3.jpg,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,,,,10,MELANTHIOS-8-5.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,,,,10,MELANTHIOS-8-6,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,,,,10,MELANTHIOS-8-6.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,,,,10,MELANTHIOS-8-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,,,,10,MELANTHIOS-8-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,,,,10,MELANTHIOS-8-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,,,,10,MELANTHIOS-8-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,,,,10,MELANTHIOS-8-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,,,,10,MELANTHIOS-8-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,,,,10,MELANTHIOS-8-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,,,,10,MELANTHIOS-8-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,,,,10,MELANTHIOS-8-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,,,,10,MELANTHIOS-8-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,,,,10,MELANTHIOS-8-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,,,,10,MELANTHIOS-8-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,,,,10,MELANTHIOS-8-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13 1/2,,,,10,MELANTHIOS-8-13.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,,,,10,MELANTHIOS-8-14,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,,,,10,MELANTHIOS-8-15,Off,,,,,,,,,,,,,,,,,,
4512055442,"Tungsten Wedding Band for Men, 8mm Black Mens Tungsten Ring, Personalized Engraved Ring, Comfort Fit","The Blue Tungsten CZ

**Key Features:**
• Material: Tungsten Carbide, Diamond
• Color: Black, Blue
• Available widths: 8mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Aydins Lifetime Warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"tungsten ring,mens wedding band,mens wedding ring,mens tungsten ring,mens tungsten band,personalized ring,engraved ring,tungsten band,mens ring,wedding band men,comfort fit ring,black tungsten ring,8mm wedding band","Tungsten Carbide,Diamond",,Blue Wedding Bands,169.00,10,,Width,8mm,Ring size,7,169.00,10,JDTR1161-8-7,On,,All Shipping,,,,,No policy,"https://v.etsystatic.com/video/upload/ac_none,du_15,q_auto:good/USD%7Cen-US%7CUS_ec4c3d0a969496387ff2d48439b4accf.mp4",https://i.etsystatic.com/13201508/r/il/61aef1/8114794099/il_fullxfull.8114794099_oq94.jpg,https://i.etsystatic.com/13201508/r/il/455c08/8114794193/il_fullxfull.8114794193_pe3o.jpg,https://i.etsystatic.com/13201508/r/il/0d2ece/8066872990/il_fullxfull.8066872990_885u.jpg,https://i.etsystatic.com/13201508/r/il/b20bc4/8066873082/il_fullxfull.8066873082_kzap.jpg,https://i.etsystatic.com/13201508/r/il/f61ccf/8066873160/il_fullxfull.8066873160_r2l5.jpg,https://i.etsystatic.com/13201508/r/il/77059c/8114794413/il_fullxfull.8114794413_1gu4.jpg,https://i.etsystatic.com/13201508/r/il/f69f75/8066873306/il_fullxfull.8066873306_7zlw.jpg,https://i.etsystatic.com/13201508/r/il/d88386/8066873354/il_fullxfull.8066873354_agqh.jpg,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,7.5,169.00,10,JDTR1161-8-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,8,169.00,10,JDTR1161-8-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,8.5,169.00,10,JDTR1161-8-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,9,169.00,10,JDTR1161-8-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,9.5,169.00,10,JDTR1161-8-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,10,169.00,9,JDTR1161-8-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,10.5,169.00,10,JDTR1161-8-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,11,169.00,10,JDTR1161-8-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,11.5,169.00,10,JDTR1161-8-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,12,169.00,10,JDTR1161-8-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,12.5,169.00,10,JDTR1161-8-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,13,169.00,10,JDTR1161-8-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,14,169.00,10,JDTR1161-8-14,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Width,8mm,Ring size,15,169.00,10,JDTR1161-8-15,On,,,,,,,,,,,,,,,,,,
4512053881,"Tungsten Wedding Band for Men, 8mm Rose Gold Mens Tungsten Ring, Personalized Engraved Ring, Comfort Fit","DONIDOS | Rose Gold Brown Brushed Beveled Tungsten Wedding Ring - 8mm - Tungsten Carbide Men's Wedding Band

**Key Features:**
• Material: Tungsten Carbide, Gold
• Color: Gold, Rose Gold
• Available widths: 6mm, 8mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Aydins Lifetime Warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"tungsten ring,mens wedding band,mens wedding ring,mens tungsten ring,mens tungsten band,personalized ring,engraved ring,tungsten band,mens ring,wedding band men,comfort fit ring,rose gold ring mens,4mm wedding band","Tungsten Carbide,Gold",,Tungsten Rings,169.00,10,,Ring size,4,Width,4mm,,10,JDTR600-4-4,Off,,All Shipping,,,,,No policy,,https://i.etsystatic.com/13201508/r/il/289a5d/8114795091/il_fullxfull.8114795091_ceyw.jpg,https://i.etsystatic.com/13201508/r/il/6fa658/8066873986/il_fullxfull.8066873986_lkga.jpg,https://i.etsystatic.com/13201508/r/il/557ba6/8114795225/il_fullxfull.8114795225_ayrf.jpg,https://i.etsystatic.com/13201508/r/il/040f56/8066874134/il_fullxfull.8066874134_che3.jpg,https://i.etsystatic.com/13201508/r/il/3de82b/8114795423/il_fullxfull.8114795423_deft.jpg,https://i.etsystatic.com/13201508/r/il/93dee3/8114795497/il_fullxfull.8114795497_ovfq.jpg,,,,
,,,,,,,,,,,,,,,,Ring size,4,Width,6mm,,10,JDTR600-6-4,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,4,Width,8mm,,10,JDTR600-8-4,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,4,Width,12mm,,10,JDTR600-12-4,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,4 1/2,Width,4mm,,10,JDTR600-4-4.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,4 1/2,Width,6mm,,10,JDTR600-6-4.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,4 1/2,Width,8mm,,10,JDTR600-8-4.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,4 1/2,Width,12mm,,10,JDTR600-12-4.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5,Width,4mm,,10,JDTR600-4-5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5,Width,6mm,,10,JDTR600-6-5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5,Width,8mm,,10,JDTR600-8-5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5,Width,12mm,,10,JDTR600-12-5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,Width,4mm,,10,JDTR600-4-5.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,Width,6mm,,10,JDTR600-6-5.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,Width,8mm,,10,JDTR600-8-5.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,Width,12mm,,10,JDTR600-12-5.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,Width,4mm,,10,JDTR600-4-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,Width,6mm,,10,JDTR600-6-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,Width,8mm,,10,JDTR600-8-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,Width,12mm,,10,JDTR600-12-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,Width,4mm,,10,JDTR600-4-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,Width,6mm,,10,JDTR600-6-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,Width,8mm,,10,JDTR600-8-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,Width,12mm,,10,JDTR600-12-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,Width,4mm,,10,JDTR600-4-7,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,Width,6mm,,10,JDTR600-6-7,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,Width,8mm,,10,JDTR600-8-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,Width,12mm,,10,JDTR600-12-7,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,Width,4mm,,10,JDTR600-4-7.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,Width,6mm,,10,JDTR600-6-7.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,Width,8mm,,10,JDTR600-8-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,Width,12mm,,10,JDTR600-12-7.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,Width,4mm,,10,JDTR600-4-8,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,Width,6mm,,10,JDTR600-6-8,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,Width,8mm,,10,JDTR600-8-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,Width,12mm,,10,JDTR600-12-8,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,Width,4mm,,10,JDTR600-4-8.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,Width,6mm,,10,JDTR600-6-8.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,Width,8mm,,10,JDTR600-8-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,Width,12mm,,10,JDTR600-12-8.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,Width,4mm,,10,JDTR600-4-9,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,Width,6mm,,10,JDTR600-6-9,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,Width,8mm,,10,JDTR600-8-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,Width,12mm,,10,JDTR600-12-9,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,Width,4mm,,10,JDTR600-4-9.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,Width,6mm,,10,JDTR600-6-9.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,Width,8mm,,10,JDTR600-8-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,Width,12mm,,10,JDTR600-12-9.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,Width,4mm,,10,JDTR600-4-10,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,Width,6mm,,10,JDTR600-6-10,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,Width,8mm,,10,JDTR600-8-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,Width,12mm,,10,JDTR600-12-10,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,Width,4mm,,10,JDTR600-4-10.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,Width,6mm,,10,JDTR600-6-10.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,Width,8mm,,10,JDTR600-8-10.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,Width,12mm,,10,JDTR600-12-10.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,Width,4mm,,10,JDTR600-4-11,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,Width,6mm,,10,JDTR600-6-11,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,Width,8mm,,10,JDTR600-8-11,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11,Width,12mm,,10,JDTR600-12-11,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,Width,4mm,,10,JDTR600-4-11.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,Width,6mm,,10,JDTR600-6-11.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,Width,8mm,,10,JDTR600-8-11.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,11 1/2,Width,12mm,,10,JDTR600-12-11.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,Width,4mm,,10,JDTR600-4-12,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,Width,6mm,,10,JDTR600-6-12,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,Width,8mm,,10,JDTR600-8-12,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12,Width,12mm,,10,JDTR600-12-12,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,4mm,,10,JDTR600-4-12.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,6mm,,10,JDTR600-6-12.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,8mm,,10,JDTR600-8-12.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,12 1/2,Width,12mm,,10,JDTR600-12-12.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,4mm,,10,JDTR600-4-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,6mm,,10,JDTR600-6-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,8mm,,10,JDTR600-8-13,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,13,Width,12mm,,10,JDTR600-12-13,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,4mm,,10,JDTR600-4-14,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,6mm,,10,JDTR600-6-14,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,8mm,,10,JDTR600-8-14,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,14,Width,12mm,,10,JDTR600-12-14,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,4mm,,10,JDTR600-4-15,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,6mm,,10,JDTR600-6-15,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,8mm,,10,JDTR600-8-15,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,15,Width,12mm,,10,JDTR600-12-15,Off,,,,,,,,,,,,,,,,,,
4512044601,"Tungsten Wedding Band for Men, 8mm Green Mens Tungsten Ring Box Elder Wood, Personalized Engraved Ring, Comfort Fit","The Box Elder Wood Inlay

**Key Features:**
• Material: Tungsten Carbide, Wood
• Color: Red, Green
• Available widths: 8mm
• Comfort fit interior for all‑day wear
• Free custom laser engraving inside the band
• Ships from Aydins Jewelry in Irving, Texas
• Aydins Lifetime Warranty against defects

**Personalization:**
Add your engraving text, date, initials, or symbol in the personalization box at checkout. Max 30 characters per line.

**Shipping & Returns:**
• Ships within 2‑5 business days
• Free US shipping
• 30‑day returns (non‑engraved items only)

**Why Choose Aydins Jewelry?**
Family‑owned since 2011, we specialize in men’s wedding bands that are built to last. Every ring is inspected before shipping.

Have questions? Message us - we reply fast.",Jewelry > Rings > Wedding & Engagement > Wedding Bands,I did,A finished product,2020 - 2026,Automatic,Physical,"tungsten ring,mens wedding band,mens wedding ring,mens tungsten ring,mens tungsten band,personalized ring,engraved ring,tungsten band,mens ring,wedding band men,comfort fit ring,green tungsten ring,6mm wedding band","Tungsten Carbide,Wood,Box Elder Wood",,Wood Inlay Wedding Bands,146.00,10,,Ring size,5,Width,6mm,,0,AYTR088-6-5,Off,,All Shipping,,,,,No policy,,https://i.etsystatic.com/13201508/r/il/e646c2/8114724369/il_fullxfull.8114724369_ejxg.jpg,https://i.etsystatic.com/13201508/r/il/7e8a57/8066803626/il_fullxfull.8066803626_2h8v.jpg,https://i.etsystatic.com/13201508/r/il/73baff/8114724505/il_fullxfull.8114724505_1mqn.jpg,https://i.etsystatic.com/13201508/r/il/0e48fa/8066803790/il_fullxfull.8066803790_l98b.jpg,https://i.etsystatic.com/13201508/r/il/ba1308/8114724643/il_fullxfull.8114724643_61u5.jpg,https://i.etsystatic.com/13201508/r/il/355026/8114724743/il_fullxfull.8114724743_j6r7.jpg,https://i.etsystatic.com/13201508/r/il/af0bbd/8114724799/il_fullxfull.8114724799_1gdu.jpg,,,
,,,,,,,,,,,,,,,,Ring size,5,Width,8mm,,0,AYTR088-8-5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,Width,6mm,,0,AYTR088-6-5.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,5 1/2,Width,8mm,,0,AYTR088-8-5.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,Width,6mm,,0,AYTR088-6-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6,Width,8mm,,0,AYTR088-8-6,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,Width,6mm,,0,AYTR088-6-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,6 1/2,Width,8mm,,0,AYTR088-8-6.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,Width,6mm,,5,AYTR088-6-7,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7,Width,8mm,,5,AYTR088-8-7,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,Width,6mm,,5,AYTR088-6-7.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,7 1/2,Width,8mm,,5,AYTR088-8-7.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,Width,6mm,,5,AYTR088-6-8,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8,Width,8mm,,5,AYTR088-8-8,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,Width,6mm,,5,AYTR088-6-8.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,8 1/2,Width,8mm,,5,AYTR088-8-8.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,Width,6mm,,5,AYTR088-6-9,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9,Width,8mm,,5,AYTR088-8-9,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,Width,6mm,,5,AYTR088-6-9.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,9 1/2,Width,8mm,,5,AYTR088-8-9.5,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,Width,6mm,,5,AYTR088-6-10,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10,Width,8mm,,5,AYTR088-8-10,On,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,Width,6mm,,5,AYTR088-6-10.5,Off,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Ring size,10 1/2,Width,8mm,,5,AYTR088-8-10.5,On,,,,,,,,,,,,,,,,,,
